job_title,location,industry,employment_type,tone,salary_min,salary_max,currency,keywords,benefits,summary,created_at,status,uuid
Compliance Officer,"Copenhagen, Denmark",Legal & Compliance,Full-time,corporate,600660,1021122,DKK,"compliance, legal, business","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Compliance Officer in Copenhagen, Denmark with expertise in compliance, legal, business.",2025-10-05T01:51:32.681653+00:00,new,2d97d308-0afb-4268-861b-6e8027cc5e74
Corporate Social Responsibility Manager,"Copenhagen, Denmark",Corporate Social Responsibility,Full-time,corporate,655885,1115005,DKK,"csr, sustainability, management","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Corporate Social Responsibility Manager in Copenhagen, Denmark with expertise in csr, sustainability, management.",2025-10-05T01:51:32.681653+00:00,new,15edc16c-7e1c-446a-a896-53f4baa09e0a
Customer Experience Designer,"Copenhagen, Denmark",Customer Experience,Full-time,corporate,607052,1031988,DKK,"customer, design, experience","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Customer Experience Designer in Copenhagen, Denmark with expertise in customer, design, experience.",2025-10-05T01:51:32.681653+00:00,new,1085438d-977e-4c06-84d7-3acc59180104
Cybersecurity Analyst,"Copenhagen, Denmark",Cybersecurity,Full-time,corporate,813417,1382809,DKK,"security, cybersecurity, technology","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Cybersecurity Analyst in Copenhagen, Denmark with expertise in security, cybersecurity, technology.",2025-10-05T01:51:32.681653+00:00,new,dc55fcbe-d91c-48b8-bdae-1432cc53421f
Data Governance Specialist,"Copenhagen, Denmark",Data Management,Full-time,corporate,754118,1282001,DKK,"data, governance, compliance","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Data Governance Specialist in Copenhagen, Denmark with expertise in data, governance, compliance.",2025-10-05T01:51:32.681653+00:00,new,c5f9a60a-3004-4d38-b534-f32a27c3283d
Data Privacy Officer,"Copenhagen, Denmark",Data Management,Full-time,corporate,671636,1141782,DKK,"data, privacy, compliance","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Data Privacy Officer in Copenhagen, Denmark with expertise in data, privacy, compliance.",2025-10-05T01:51:32.681653+00:00,new,93c5c6c4-f6f8-48a0-8bb2-b280fca661c3
Digital Content Manager,"Copenhagen, Denmark",Marketing,Full-time,corporate,558466,949394,DKK,"content, digital, marketing","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced Digital Content Manager in Copenhagen, Denmark with expertise in content, digital, marketing.",2025-10-05T01:51:32.681653+00:00,new,9d3497aa-91ad-44bb-8f4a-853828922d44
Digital Transformation Consultant,"Copenhagen, Denmark",Digital Consulting,Full-time,corporate,768213,1305963,DKK,"digital, consulting, business","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Digital Transformation Consultant in Copenhagen, Denmark with expertise in digital, consulting, business.",2025-10-05T01:51:32.681653+00:00,new,0198b972-9d6f-4b08-bea0-20c01fb30944
Diversity and Inclusion Specialist,"Copenhagen, Denmark",Human Resources,Full-time,corporate,631665,1073830,DKK,"hr, diversity, inclusion","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced Diversity and Inclusion Specialist in Copenhagen, Denmark with expertise in hr, diversity, inclusion.",2025-10-05T01:51:32.681653+00:00,new,270b74c2-7ade-4136-aaeb-3cea6737f103
E-commerce Specialist,"Copenhagen, Denmark",E-commerce,Full-time,corporate,617901,1050431,DKK,"ecommerce, digital, business","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced E-commerce Specialist in Copenhagen, Denmark with expertise in ecommerce, digital, business.",2025-10-05T01:51:32.681653+00:00,new,182b6692-5576-457c-8454-f48ee1bbfcd9
AI Governance Specialist,"Munich, Germany",Artificial Intelligence,Full-time,corporate,89315,148859,EUR,"ai, governance, compliance","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced AI Governance Specialist in Munich, Germany with expertise in ai, governance, compliance.",2025-10-05T01:51:32.681653+00:00,new,1ac9e901-5270-487d-a9f3-ddeb800e94b9
AI Product Manager,"Munich, Germany",Artificial Intelligence,Full-time,corporate,92005,153342,EUR,"ai, product, management","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced AI Product Manager in Munich, Germany with expertise in ai, product, management.",2025-10-05T01:51:32.681653+00:00,new,f82c2767-e5e6-4b85-b500-69011f176a4b
AI Trainer,"Munich, Germany",Artificial Intelligence,Full-time,corporate,83375,138958,EUR,"ai, training, technology","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced AI Trainer in Munich, Germany with expertise in ai, training, technology.",2025-10-05T01:51:32.681653+00:00,new,d430937c-a551-446c-bc99-8fcbc33992d7
Carbon Emissions Analyst,"Munich, Germany",Environmental Services,Full-time,corporate,68121,113535,EUR,"sustainability, environment, analytics","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Carbon Emissions Analyst in Munich, Germany with expertise in sustainability, environment, analytics.",2025-10-05T01:51:32.681653+00:00,new,90692127-cb7a-4764-b593-05990c9ed881
Climate Change Analyst,"Munich, Germany",Environmental Services,Full-time,corporate,72573,120955,EUR,"environment, climate, analytics","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced Climate Change Analyst in Munich, Germany with expertise in environment, climate, analytics.",2025-10-05T01:51:32.681653+00:00,new,99617268-32df-428b-9be8-cd9717557d11
Cloud Architect,"Munich, Germany",Information Technology,Full-time,corporate,83593,139321,EUR,"cloud, architecture, technology","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Cloud Architect in Munich, Germany with expertise in cloud, architecture, technology.",2025-10-05T01:51:32.681653+00:00,new,99529f10-3af1-496f-946c-a503722fa48d
Cloud Security Specialist,"Munich, Germany",Cybersecurity,Full-time,corporate,87363,145605,EUR,"security, cloud, technology","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Cloud Security Specialist in Munich, Germany with expertise in security, cloud, technology.",2025-10-05T01:51:32.681653+00:00,new,a869718c-9d0a-4c2e-806f-ede152c2ff3f
Compliance Officer,"Munich, Germany",Legal & Compliance,Full-time,corporate,74995,124992,EUR,"compliance, legal, business","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Compliance Officer in Munich, Germany with expertise in compliance, legal, business.",2025-10-05T01:51:32.681653+00:00,new,1df8523a-d4be-439b-851a-e8dce6eda665
Corporate Social Responsibility Manager,"Munich, Germany",Corporate Social Responsibility,Full-time,corporate,80968,134947,EUR,"csr, sustainability, management","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced Corporate Social Responsibility Manager in Munich, Germany with expertise in csr, sustainability, management.",2025-10-05T01:51:32.681653+00:00,new,566746f6-5d01-4879-81fb-eb60cf4fc180
Customer Experience Designer,"Munich, Germany",Customer Experience,Full-time,corporate,69145,115242,EUR,"customer, design, experience","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Customer Experience Designer in Munich, Germany with expertise in customer, design, experience.",2025-10-05T01:51:32.681653+00:00,new,61cd45e3-c7e3-4a01-a399-ca84e728cdb2
Cybersecurity Analyst,"Munich, Germany",Cybersecurity,Full-time,corporate,92855,154759,EUR,"security, cybersecurity, technology","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced Cybersecurity Analyst in Munich, Germany with expertise in security, cybersecurity, technology.",2025-10-05T01:51:32.681653+00:00,new,47a0c904-4a5f-475e-b100-c0b4cfabec1a
Data Governance Specialist,"Munich, Germany",Data Management,Full-time,corporate,81660,136100,EUR,"data, governance, compliance","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Data Governance Specialist in Munich, Germany with expertise in data, governance, compliance.",2025-10-05T01:51:32.681653+00:00,new,a4ebbc9c-f66b-4f72-b028-d5da36faa138
Data Privacy Officer,"Munich, Germany",Data Management,Full-time,corporate,81541,135902,EUR,"data, privacy, compliance","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Data Privacy Officer in Munich, Germany with expertise in data, privacy, compliance.",2025-10-05T01:51:32.681653+00:00,new,a23a90f9-996c-4599-9412-b27951917b13
Digital Content Manager,"Munich, Germany",Marketing,Full-time,corporate,64574,107623,EUR,"content, digital, marketing","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Digital Content Manager in Munich, Germany with expertise in content, digital, marketing.",2025-10-05T01:51:32.681653+00:00,new,4972d5b5-fe46-4724-a781-70435d0b485e
Digital Transformation Consultant,"Munich, Germany",Digital Consulting,Full-time,corporate,91687,152812,EUR,"digital, consulting, business","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Digital Transformation Consultant in Munich, Germany with expertise in digital, consulting, business.",2025-10-05T01:51:32.681653+00:00,new,cdeae7f1-aaef-4a09-92b4-67da4948e0ff
